Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
300,Annual - M132002,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.8,46.8,NA,388
303,January - M012002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22,13.5,NA,NA
303,February - M022002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",16.3,13.6,NA,NA
303,March - M032002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22.2,23.3,NA,NA
303,April - M042002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",20.9,20.7,NA,NA
303,May - M052002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",18.7,20.7,NA,NA
303,June - M062002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22.6,24.6,NA,NA
303,July - M072002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",18.3,16.1,NA,NA
303,August - M082002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",13.1,18.6,NA,NA
303,September - M092002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",8.4,13.5,NA,NA
303,October - M102002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",11,11.1,NA,NA
303,November - M112002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",7.7,10.3,NA,NA
303,December - M122002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",8,13.9,NA,NA
303,Annual - M132002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",16.1,16.5,NA,NA
304,January - M012002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",21.7,14.2,NA,NA
304,February - M022002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",20.1,14.6,NA,NA
304,March - M032002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",15.5,15.4,NA,NA
304,April - M042002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22.4,18.6,NA,NA
304,May - M052002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",24.4,20.2,NA,NA
304,June - M062002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",21.2,19.1,NA,NA
304,July - M072002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22.8,15.5,NA,NA
304,August - M082002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",9.8,16.9,NA,NA
304,September - M092002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",9.5,16.7,NA,NA
304,October - M102002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",14.5,16.5,NA,NA
304,November - M112002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",11.3,20.3,NA,NA
304,December - M122002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",11.1,21.6,NA,NA
304,Annual - M132002,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",17,17.4,NA,NA
305,January - M012002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,29.5,15.8,NA,NA
305,February - M022002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,18.3,13.2,NA,NA
305,March - M032002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,12.7,18,NA,NA
305,April - M042002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,22.8,24.8,NA,NA
305,May - M052002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,30.4,22.6,NA,NA
305,June - M062002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,22.7,21.8,NA,NA
305,July - M072002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,23.3,16.1,NA,NA
305,August - M082002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,20.3,24.6,NA,NA
305,September - M092002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,16.6,20.9,NA,NA
305,October - M102002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,17.7,23.5,NA,NA
305,November - M112002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,20.3,28.2,NA,NA
305,December - M122002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,18.1,28.7,NA,NA
305,Annual - M132002,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,21.1,22.1,NA,NA
